Text,Aspect,Polarity
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace .,hard drive,NEG
The neat and organized icon list is a welcome change from cluttered and confusing desktop icons .,icon list,POS
The neat and organized icon list is a welcome change from cluttered and confusing desktop icons .,desktop icons,NEG
"Apparently well -- built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",price,POS
"Apparently well -- built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",performance,POS
"Apparently well -- built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",built,POS
"Apparently well -- built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",look,POS
"The apple care has never failed me , and I expect it to be the same for this computer as well .",apple care,POS
The Toshiba laptop I am using is easier to use than most I have tried .,use,POS
"I love the size , keyboard , the functions .",size,POS
"I love the size , keyboard , the functions .",keyboard,POS
"I love the size , keyboard , the functions .",functions,POS
the mouse is way way way too sensitive .,mouse,NEG
"Also , I issued a replacement RMA for a few dead pixels in the upper zone of the screen , which is noticable to me .",screen,NEG
"My friend reports the notebook is astonishing in performance , picture quality , and ease of use .",performance,POS
"My friend reports the notebook is astonishing in performance , picture quality , and ease of use .",picture quality,POS
"My friend reports the notebook is astonishing in performance , picture quality , and ease of use .",use,POS
the i3 processor does n't seem to run hot and the fan rarely turns on .,i3 processor,POS
the i3 processor does n't seem to run hot and the fan rarely turns on .,fan,POS
See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it .,operating system,NEU
"The only thing I do n't understand is that the resolution of the screen is n't high enough for some pages , such as Yahoo ! Mail .",resolution of the screen,NEG
very convenient when you travel and the battery life is excellent ...,battery life,POS
the screen brightness automatically adjusts .,screen brightness,NEU
"Besides the great look , it is a great machine .",look,POS
"The sound is a bit quiet if you 're on a plane , this can easily be overcome with a decent pair of head phones .",sound,NEG
Right size and weight for portability .,size,POS
Right size and weight for portability .,weight,POS
Right size and weight for portability .,portability,POS
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( I prefer it dark ) or if you can crank up the brightness .,display,NEG
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( I prefer it dark ) or if you can crank up the brightness .,brightness,NEU
My one complaint with this laptop is that I 've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in .,electronic fuzz sound,NEG
My one complaint with this laptop is that I 've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in .,headphone jack,NEG
"While it was highly rated , would I like it ? I tried the keyboard at the store , and it seemed ok .",keyboard,NEU
"Treat yourself to a more expensive , long-lasting laptop of quality like a Sony , Apple , or Toshiba .",quality,POS
( No problem with the ordering or shipping by the way .,shipping,POS
And the ram ( the thing that makes it faster ) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,ram,POS
And the ram ( the thing that makes it faster ) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,performance,POS
And the ram ( the thing that makes it faster ) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,surf the web,POS
"I edit and burn to DVD a lot of video , so I obviously could not live with a non-functioning drive .",drive,NEG
"Fast , great visual !",visual,POS
It 's priced very reasonable and works very well right out of the box .,priced,POS
It 's priced very reasonable and works very well right out of the box .,works,POS
"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",keyboard,POS
"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",plate,NEG
"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",mouse command buttons,NEG
There are so many wonderful features and benefits to the new MacBook !,features,POS
The only thing i can say is that the touch pad doesnt work like it should all the time .,touch pad,NEG
For some odd reasons the computer does n't recognize the operation system .,operation system,NEG
The trackpad was easy to learn and navigate .,trackpad,POS
"Applications open in seconds and there are no lags , hiccups or awkward moments when you wonder whether your computer is out for tea .",Applications,POS
I respond that I do not have the old computer and this way I would lose the data on my hard drive .,hard drive,NEG
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English .,Windows,NEU
Even though the computer is larger they did not make the keyboard larger .,keyboard,NEG
"Its not just slow on the internet , its slow in general .",internet,NEG
It has just enough RAM to run smoothly and enough memory to satisfy my needs .,RAM,POS
It has just enough RAM to run smoothly and enough memory to satisfy my needs .,memory,POS
"I acually believe the issue is with the Nvidia grafics card , but still requires a return .",Nvidia grafics card,NEG
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted .,keyboard,POS
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted .,feature,POS
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted .,type,POS
The feel of this machine compared to the old MacBook is far superior .,feel,POS
"In due course , I 'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash .",hard disc,NEG
"They break down just as often as PCs do , and the only reason they do n't get viruses , is because no one makes viruses for them , they 're not better in any way , they are worse , try finding virus protection programs for a Mac , they do n't exist .",virus protection programs for a Mac,NEG
The overall build quality of the unit is excellent and she 'd recommend it to anyone else looking for a netbook .,build quality,POS
"The repairs were made quickly though I must say , however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me .",shipped,NEG
It is fast and i have not had a problem with internet connection or any other problems .,internet connection,POS
I 'm really impressed with the quality and performance for the price of the computer .,quality,POS
I 'm really impressed with the quality and performance for the price of the computer .,performance,POS
I 'm really impressed with the quality and performance for the price of the computer .,price,POS
"It is so simple to use , I use it more than my desktop .",use,POS
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,touchpad,NEG
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,screen,NEU
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,mouse pointer,NEG
"EITHER WAY , THE KEYBOARD IS UNSATISFACTORY .",KEYBOARD,NEG
"Well , I have to say since I bought my Mac , I wo n't ever go back to any Windows .",Windows,NEG
"I took it in to the Apple store and guess what ? They fixed it , no cost out of pocket .",cost,NEG
"The quality , engineering design and warranty are superior -- covers damage from dropping the laptop .",quality,POS
"The quality , engineering design and warranty are superior -- covers damage from dropping the laptop .",engineering design,POS
"The quality , engineering design and warranty are superior -- covers damage from dropping the laptop .",warranty,POS
"The applications are also very easy to find and maneuver , much easier than any other computer I have ever owned .",applications,POS
The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room .,screen,POS
"Great laptop for school , easy to use for beginners in the household .",use,POS
"4 ) Laptop still did not work , blue screen within a week ...",work,NEG
"The only thing that is n't perfect about this netbook is the speakers , they are not loud at all but I expected that .",speakers,NEG
"Of course , I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others .",hinges,NEG
Did n't work when shipped from Walmart.com but went into a store and exchanged for a working laptop ( same make/model ) .,work,NEG
"All of the programs ( Keynote , Pages , Numbers ) have an option to save your documents as Microsoft compatible , which really eliminates the need for the actual .",Numbers,NEU
"Sure , the initial out of pocket expense is greater , but that should not dissuade anyone from the fact that these machines run like none other on the planet , and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs , it probably comes out about even anyhow .",expense,NEG
"The best thing to do is build your own computer , but if u ca n't company 's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $ 2000 systems and if you google `` dell coupons '' you can find codes that take a significant amount off the price .",components,POS
"There is no cd drive on the computer , which defeats the purpose of keeping files on a cd .",cd drive,NEG
"Unfortunately , Apple 's quality has continued to slide .",quality,NEG
I believe that the quality of a mac is worth the price .,quality,POS
I believe that the quality of a mac is worth the price .,price,POS
sometimes you will be moving your finger and the pointer will not even move .,pointer,NEG
"I would rate this computer at 5 stars , but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine .",life span,NEG
"I also love the design , the looks , the feel , and the my toshiba feature is wonderfull .",design,POS
"I also love the design , the looks , the feel , and the my toshiba feature is wonderfull .",looks,POS
"I also love the design , the looks , the feel , and the my toshiba feature is wonderfull .",feel,POS
"I also love the design , the looks , the feel , and the my toshiba feature is wonderfull .",my toshiba feature,POS
"Also it is very good for college students who just need a reliable , easy to use computer .",use,POS
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor ( such as works for windows ) , but iwork is cheap compared to office .",iwork,POS
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor ( such as works for windows ) , but iwork is cheap compared to office .",word processor,NEG
It is light and the battery last a very long time .,battery,POS
"And at one point , they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop ( I bought the memory stick they recomended ) .",memory stick,NEU
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",keys,NEG
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",keyboard,NEG
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",button below the mouse pad,NEG
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",screen,NEG
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",paint,NEG
The next time I had an issue my lightscribe would n't work .,lightscribe,NEG
"The touchpad is extremely sensitive , which is the only drawback .",touchpad,NEG
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,POS
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,iphoto,POS
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,POS
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it , but I like the big screen on it .",17 ince screen,NEU
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it , but I like the big screen on it .",screen,POS
I can have both OSX and Windows XP running at the same time !,OSX,POS
I can have both OSX and Windows XP running at the same time !,Windows XP,POS
Microsoft seems to be unable to keep up with repairs for the multitude of windows problems .,windows,NEG
You can call HP and they want you to buy more software to fix it .,software,NEU
It is easy to navigate and update programs .,update programs,NEU
It is easy to navigate and update programs .,navigate,POS
"All in all , a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service .",Customer Service,POS
"The laptop is very lightweight , can easily carry around in a knapsack full of text books and it barely adds any weight .",carry,POS
"The laptop is very lightweight , can easily carry around in a knapsack full of text books and it barely adds any weight .",weight,POS
I also did not like the loud noises it made or how the bottom of the computer would get really hot .,noises,NEG
I also did not like the loud noises it made or how the bottom of the computer would get really hot .,bottom of the computer,NEG
I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it .,repair technician,POS
defective software .,software,NEG
This computer was so challenging to carry and handle .,carry,NEG
This computer was so challenging to carry and handle .,handle,NEG
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,setup,NEG
Unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small .,power supply,NEG
It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz .,Core2 Quad,NEU
It is good to know that I can mobilize without having to worry about the battery life .,battery life,POS
"The screen is nice , side view angles are pretty good .",screen,POS
"The fact that the screen reacts to the lighting around you is an added luxury -when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",screen,POS
3 weeks went by and the computer keeps crashing and will not open any applications .,applications,NEU
"Looks nice , but has a horribly cheap feel .",feel,NEG
"Looks nice , but has a horribly cheap feel .",Looks,POS
"The feel of this is better than the Toshiba , too .",feel,POS
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality !,quality,POS
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",memory,NEU
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",Windows 7 Starter,NEU
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",Win 7 Home,NEU
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",runs,POS
"I am not sure if it was the drive itself , however ;",drive,NEU
"Also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem .",edges,NEG
"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantastic .",keyboard,POS
"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantastic .",weight,POS
"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantastic .",use,POS
"Called Acer many times , they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer !",shipping,NEG
"Called Acer many times , they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer !",repair center,NEU
The battery is really long .,battery,POS
Had some trouble finding a case that it would fit in .,case,NEG
This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,keyboard,NEG
This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,keyboard functions,NEG
When I called Sony the Customer Service was Great .,Customer Service,POS
"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .",programs,NEU
"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .",system,POS
"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .",using the internet,NEU
"My computer froze on several occasion , had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all .",buttons,NEG
Not even safe mode boots .,safe mode,NEG
"This is an over-sized , 18-inch laptop .",18-inch,NEG
I had to pay $ 100 for a universal charger for this cheap $ 300 laptop .,universal charger,NEG
The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary .,powerpoint,POS
1.You can not change your desktop background ( window 's 7 starter does NOT support that function ) .,desktop background,NEG
1.You can not change your desktop background ( window 's 7 starter does NOT support that function ) .,window 's 7 starter,NEG
1.You can not change your desktop background ( window 's 7 starter does NOT support that function ) .,function,NEG
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,hardware,NEG
Strengths : Well -- shaped Weaknesses : A bad videocard !,videocard,NEG
Strengths : Well -- shaped Weaknesses : A bad videocard !,shaped,POS
You ca n't even get a satellite card which is why I bought to begin with .,satellite card,NEG
"It is a REAL touchpad , not the toy I saw in other brands .",touchpad,POS
Price and purpose is awesome !,Price,POS
Wonderful zooming .,zooming,POS
"The screen is huge and colorful , but no LED backlighting .",screen,POS
"In all honesty , if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop , then do not buy this computer .",sized,NEU
Everything about this computer is easy to use .,use,POS
"Worse , for the price I could get a *netbook* that outperforms this machine .",price,NEG
Keyboard was also very nice and had a solid feel .,Keyboard,POS
It did not have all the features I expected it to have .,features,NEG
"No luck , although I waited for hours on the phone-Visited MacHouse , they stated the their call center is down due to too many phonecalls ( difficult to believe ) .",call center,NEG
There is a backlit keyboard which is perfect for typing in the dark .,backlit keyboard,POS
It has a lot of memory and a great battery life .,memory,POS
It has a lot of memory and a great battery life .,battery life,POS
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident ! ! !",power adapter,NEG
"I love this program , it is superior to windows movie maker .",program,POS
He has replaced his hard drive twice and ( of course ) has had to pay for antivirus software every year .,hard drive,NEG
"This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the design , the beauty of the product , and the excellent technological advances associated with it .",design,POS
"This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the design , the beauty of the product , and the excellent technological advances associated with it .",beauty,POS
"The price is great for this model , I only plan on using it for media in the entertainment room .",price,POS
I 've also had to have the keyboard replaced at my expense .,keyboard,NEG
I had the staff telling me older version did not make the fan noise cause it is a `` different '' computer .,fan noise,NEG
Even out of warranty !,warranty,NEU
"Crisp screen , great battery life , and plenty of storage .",screen,POS
"Crisp screen , great battery life , and plenty of storage .",battery life,POS
"Crisp screen , great battery life , and plenty of storage .",storage,POS
"Also , my sister got the exact same laptop ( since they were so cheap ) and after 8 months , the screen split in half just from everyday use .",screen,NEG
The Toshiba Satellite has been more than I expected for the price .,price,POS
"I had to adjust my mousepad sensitivity , because it is very sensitive .",mousepad sensitivity,NEG
Keyboard is plastic and spongey feeling .,Keyboard,NEG
"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system .",mac osx,POS
"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system .",operating system,POS
i also love having the extra calculator number set up on the keyboard which most laptops do not have .,keyboard,POS
"I love my Apple , it is quick and easy to use .",use,POS
"The laptop is relatively simple to use , though I bought Macs for Dummies , which is well worth $ 2",use,POS
No tutorials on the display .,tutorials,NEG
The touch pad is among the best .,touch pad,POS
"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",Paralles,NEU
"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",Windows XP Professional,NEU
"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",Windows 7 Home Premium,NEU
"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",Windows Server Enterprise 2003,NEU
"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",Windows Server 2008 Enterprise,NEU
"How Toshiba handles the repair seems to vary , some folks indicate that they were charged for even an intial fix , others had the repair done 5 times .",repair,POS
